X,Y,Z,Speed,nGear,Distance,Throttle,Brake
-142.80686449166558,8618.742942515608,1922.9237089021142,72.0,2,957.9516666666665,19.0,False
-146.0,8652.0,1923.0,75.82499712,2,961.6132472202034,28.77499264,False
-154.0,8702.0,1924.0,80.77499712,2,966.7089890478683,41.42499264,False
-154.65111900722584,8705.275468715317,1924.0192066829536,81.0,2,966.9516666666665,42.0,False
-167.0,8763.0,1924.0,85.96666453333333,2,970.6818148661755,44.483332266666665,False
-184.88949098624406,8837.412690416966,1924.3116623312717,93.0,2,976.2516666666666,48.0,False
-198.97068101594064,8890.035794128242,1924.8692219890545,99.0,2,981.7516666666666,54.0,False
-203.0,8905.0,1925.0,101.69999616,2,984.3364036190638,54.89999872,False
-205.93204000294432,8915.838536711637,1925.0515967747317,105.0,2,987.5849999999999,56.0,False
-210.0,8931.0,1925.0,108.79166293333333,2,991.5325413585916,60.333329066666664,False
-217.31693729667342,8958.497135108773,1924.9012539977798,112.0,2,995.0516666666665,64.0,False
-239.0,9040.0,1925.0,122.22221653333334,2,1003.1361346229694,69.7499968,False
-250.20098821858804,9081.868719217491,1925.6686168234341,128.0,2,1007.8516666666666,73.0,False
-258.0,9112.0,1926.0,129.49999786666666,2,1011.095193233864,76.3749952,False
-267.0,9148.0,1926.0,131.14999893333334,2,1014.7056230148844,80.0874976,False
-271.6455653870348,9166.187764091377,1925.9486090793996,132.0,3,1016.6516666666665,82.0,False
-295.97042996075186,9260.74796135087,1925.9639655753233,149.0,3,1026.585,88.0,False
-297.0,9265.0,1926.0,149.4,3,1026.9331006936645,88.28571428571429,False
-334.0,9424.0,1928.0,162.4499968,3,1038.7508406432844,97.60714057142857,False
-335.16918700738097,9429.063944077401,1928.053187422677,163.0,4,1039.2627777777777,98.0,False
-352.4733968743392,9506.645268557346,1928.0616823635553,172.0,4,1052.6405555555555,99.0,False
-356.0,9525.0,1928.0,174.7562464,4,1055.069888814242,99.0,False
-366.0829773103372,9579.750050895971,1927.9212480186786,181.0,4,1060.685,99.0,False
-371.0,9608.0,1928.0,182.8374976,4,1063.2176673885558,99.0,False
-398.3602485768125,9785.603394934586,1929.7865598753663,193.0,5,1077.8405555555555,99.0,False
-402.0,9813.0,1930.0,195.00454283636364,5,1080.6008647352517,99.0,False
-414.0,9942.0,1930.0,207.27727010909092,5,1098.1869632887983,99.0,False
-417.08118746426095,9989.365078763729,1930.1794091623408,211.0,5,1103.6294444444445,99.0,False
-421.0,10064.0,1931.0,214.88944405565618,5,1111.389049642803,99.0,False
-422.4161916738726,10105.216103325862,1931.8922533640864,217.0,5,1115.624722222222,99.0,False
-424.0,10172.0,1933.0,219.04968787068339,5,1122.3226165007388,99.0,False
-424.6903108765125,10204.435161105468,1932.85244657205,220.0,5,1125.463611111111,99.0,False
-426.0,10276.0,1932.0,223.0937464,5,1132.3394677790488,99.0,False
-427.0,10390.0,1933.0,228.1281232,5,1143.8038497805699,99.0,False
-426.9729094039113,10409.751905457224,1933.1934681978614,229.0,6,1145.8191666666667,99.0,False
-422.78664301431263,10617.009757180831,1933.987747848501,239.0,6,1167.0636111111112,99.0,False
-422.0,10637.0,1934.0,239.7499968,6,1169.082027117101,99.0,False
-416.3409959946642,10751.909170237821,1933.9956267598031,244.0,6,1180.6191666666666,99.0,False
-416.0,10758.0,1934.0,244.1720576,6,1181.2375115998504,99.0,False
-377.50981132643744,11218.27272294587,1935.8821103231178,257.0,7,1229.163611111111,99.0,False
-369.0,11286.0,1936.0,258.58928457142855,7,1235.618187363282,99.0,False
-347.4493275861449,11437.998966105819,1936.012742217903,262.0,7,1249.541388888889,99.0,False
-336.0,11506.0,1936.0,264.2249984,7,1256.0988680626238,99.0,False
-326.2579290951797,11557.304157799927,1936.0072632523804,266.0,7,1261.3636111111114,99.0,False
-319.0,11593.0,1936.0,266.8333312,7,1265.0891398192239,99.0,False
-290.0,11723.0,1936.0,269.8166656,7,1278.533454839177,99.0,False
-288.0716262940712,11731.004198564697,1936.034092462621,270.0,7,1279.3636111111111,99.0,False
-252.0,11869.0,1937.0,272.3749984,7,1293.7689633168002,99.0,False
-223.9395791889986,11963.629997046937,1936.8438028345704,274.0,7,1303.7191666666668,99.0,False
-172.0,12116.0,1936.0,278.35416533333336,7,1319.901075410858,99.0,False
-163.46802971823584,12138.539300010896,1935.9954827446006,279.0,7,1322.3191666666667,99.0,False
-161.0,12145.0,1936.0,279.12857051428574,7,1323.0220172717175,99.0,False
-82.4318975942335,12334.040520505583,1936.9301673200493,283.0,7,1344.3302777777778,99.0,False
-70.0,12360.0,1937.0,283.2071424,7,1346.6198583323724,99.0,False
67.5570545197776,12624.9544402621,1937.0067650145527,285.0,7,1366.4969444444446,99.0,False
72.0,12633.0,1937.0,285.08999936,7,1367.212167453882,99.0,False
146.50277273172392,12757.812777663392,1936.8443388956853,287.0,7,1382.441388888889,99.0,False
195.3556951750316,12828.252783454567,1936.9328401749885,289.0,7,1395.2858333333334,99.0,False
205.0,12842.0,1937.0,289.1249994666667,7,1397.6971418507026,99.0,False
277.5368077809829,12943.468216179772,1937.8479007370343,290.0,7,1414.6191666666666,99.0,False
325.0,13004.0,1938.0,291.24999854545456,7,1423.5619975843117,99.0,False
503.0,13204.0,1937.0,294.8863621818182,7,1449.8498612369547,99.0,False
508.58702637809296,13209.741302199605,1937.0190908460738,295.0,7,1450.6747222222223,99.0,False
628.0,13324.0,1938.0,296.9593744,7,1467.9523354710068,99.0,False
696.0,13384.0,1938.0,297.8968744,7,1476.2495754520926,99.0,False
703.1265005925887,13390.121683111496,1937.9942306232363,298.0,8,1477.163611111111,99.0,False
792.0,13463.0,1938.0,299.24166613333335,8,1489.5701231205292,99.0,False
849.4286975746775,13507.346255098195,1938.1919965000147,300.0,8,1497.1636111111109,99.0,False
959.2114864449599,13587.503667545945,1938.8541550205753,301.0,8,1510.5413888888886,99.0,False
980.0,13602.0,1939.0,301.2071424,8,1512.9728879283387,99.0,False
1113.0,13690.0,1940.0,302.4928566857143,8,1528.116266099128,99.0,False
1164.8535747170135,13721.825456341952,1940.3512447766814,303.0,8,1534.1080555555554,99.0,False
1288.0,13792.0,1941.0,304.2071424,8,1548.4067101997216,99.0,False
1372.2339836780911,13836.768980625107,1941.2445976089607,305.0,8,1557.8302777777778,99.0,False
1484.0,13893.0,1942.0,306.48999936,8,1570.5251468839651,99.0,False
1519.9607326043047,13910.386903194532,1942.5898681241442,307.0,8,1574.8858333333333,99.0,False
1616.0,13954.0,1944.0,308.28999936,8,1585.9537994907612,99.0,False
1671.0,13977.0,1944.0,308.88999936,8,1591.1078072853284,99.0,False
1681.4116060302208,13981.223815816455,1944.0004079969706,309.0,8,1592.0524999999998,99.0,False
1880.884194733226,14055.030562699627,1944.8356140669573,309.0,8,1609.2191666666663,99.0,False
2034.0,14105.0,1946.0,309.0,8,1623.7226800450865,99.0,False
2058.183390465027,14112.313294327902,1946.1997581760388,309.0,8,1626.3858333333328,99.0,False
2253.0,14162.0,1948.0,309.72249984,8,1651.2674806201135,99.0,False
2340.8282089180857,14181.391302498276,1948.8065759944152,310.0,8,1660.8302777777774,99.0,False
2464.0,14206.0,1950.0,310.0,8,1671.939653390605,99.0,False
2646.65499487367,14237.808353661352,1951.9524872609347,310.0,8,1684.9413888888882,99.0,False
2753.0,14255.0,1953.0,310.0,8,1692.691575075303,99.0,False
2933.6519138622793,14281.367713173806,1954.2473405964768,310.0,8,1709.0524999999996,99.0,False
3085.0,14300.0,1955.0,310.0,8,1727.0417649324513,99.0,False
3225.450544343504,14315.139267115856,1956.251441502155,310.0,8,1746.9413888888885,99.0,False
3317.0,14324.0,1957.0,310.29318167272726,8,1758.0751496250614,99.0,False
3471.0,14338.0,1958.0,310.7022725818182,8,1773.631488443039,99.0,False
3572.770292478455,14345.856297508184,1958.770580172807,311.0,8,1784.9524999999994,99.0,False
3600.0,14348.0,1959.0,311.0,8,1787.5446292682022,99.0,False
3917.10102769225,14375.108548714732,1961.8999366815456,311.0,8,1809.1413888888885,99.0,False
4065.0,14388.0,1963.0,311.0,8,1822.0132589656644,99.0,False
4109.676689395901,14391.787673406314,1963.0600395283154,311.0,8,1829.874722222222,99.0,False
4180.0,14397.0,1963.0,311.0,8,1844.4744415589364,99.0,False
4207.687456241482,14399.037842069603,1963.186458871765,311.0,8,1847.1524999999997,99.0,False
4512.896701577883,14421.353103743506,1965.9206647150934,311.0,8,1867.8858333333328,99.0,False
4522.0,14422.0,1966.0,311.0,8,1868.6633266312328,99.0,False
4641.937581356285,14429.960365575365,1966.8699934701472,311.0,8,1885.1636111111106,99.0,False
4712.0,14434.0,1967.0,311.0,8,1898.0357724475793,99.0,False
4832.168806162855,14441.138788265656,1967.0257326517037,311.0,8,1912.808055555555,99.0,False
4997.0,14450.0,1967.0,311.0,8,1927.4926758139072,99.0,False
5129.332134147703,14456.196993830936,1966.9980166085481,311.0,8,1936.9969444444441,99.0,False
5239.0,14461.0,1967.0,310.7218752,8,1944.6894337785504,96.7750016,False
5491.860455717867,14470.956510598191,1967.003130211364,310.0,8,1964.5524999999998,91.0,False
5623.0,14476.0,1967.0,304.1071478857143,8,1977.2180072393983,42.250041599999996,False
5711.661165858599,14479.706325332836,1966.9923255349513,299.0,8,1987.8080555555555,0.0,True
5810.75596593948,14484.25971717052,1966.9788136232014,273.0,8,2002.974722222222,0.0,True
5891.0,14487.0,1967.0,256.44445155555553,8,2013.169013815529,0.0,True
5927.0,14488.0,1967.0,249.7777848888889,8,2017.0060192296887,0.0,True
6027.605227069229,14491.412056301268,1966.4461976183975,233.0,8,2026.274722222222,0.0,True
6097.0,14494.0,1966.0,216.6500096,8,2032.6478755503592,0.0,True
6125.818929325215,14495.077667309919,1965.8863531019485,209.0,8,2035.563611111111,0.0,True
6202.519283468505,14497.97283542867,1965.8938650043135,198.0,7,2044.363611111111,0.0,True
6253.0,14500.0,1966.0,184.7156328,7,2049.6417517404147,0.0,True
6340.0,14504.0,1966.0,162.7781328,7,2057.2478965454934,0.0,True
6354.984805712264,14504.86988618401,1965.880328860207,159.0,7,2058.496944444444,0.0,True
6430.0,14511.0,1965.0,148.437504,7,2065.0370713360408,0.0,True
6450.0,14514.0,1965.0,144.75,7,2067.216028002161,0.0,True
6529.550979443096,14528.96723566318,1964.5888957155244,134.0,7,2073.385833333333,0.0,True
6621.0,14549.0,1964.0,126.9125024,7,2079.871262804155,0.0,True
6661.520827396668,14560.028902088865,1964.0236086664988,122.0,4,2084.2302777777772,0.0,True
6697.961456197984,14574.64341289718,1964.3020542399747,117.0,3,2090.7302777777772,0.0,True
6717.0,14583.0,1964.0,115.8875008,3,2093.5752425149653,0.0,True
6755.555990217461,14600.743249305873,1963.031281574376,114.0,3,2098.330277777777,0.0,False
6758.0,14602.0,1963.0,113.8322992625289,3,2098.610304254012,0.0,False
6796.0,14624.0,1963.0,111.22360257335754,3,2102.9260912327,0.0,False
6798.962327244164,14625.939510403265,1963.005974021402,111.0,3,2103.294444444444,0.0,False
6833.188870130499,14652.350395026577,1962.9981083881153,110.0,3,2108.1527777777774,1.0,False
6835.0,14654.0,1963.0,109.9156256,3,2108.425015509125,1.3374976,False
6890.0,14721.0,1963.0,107.1031256,3,2117.3389935570644,12.587497599999999,False
6891.687949661555,14723.861132482754,1962.966670302329,107.0,3,2117.6638888888883,13.0,False
6917.0,14776.0,1962.0,107.0,3,2123.251979636805,25.824995657142857,False
6927.619734971449,14801.18929018895,1961.4694559025286,107.0,3,2125.9861111111104,32.0,False
6951.0,14847.0,1961.0,109.97999872,3,2130.5601302847936,38.70499712,False
6963.8810544925855,14866.05342321476,1961.1219789134423,111.0,3,2132.152777777777,41.0,False
7012.3846204626525,14927.930115385861,1961.9711519584012,114.0,3,2137.2194444444435,29.0,False
7015.0,14931.0,1962.0,114.0,3,2137.5368787576153,27.9375136,False
7045.705626598977,14962.883713249954,1961.9370867988007,114.0,3,2142.28611111111,12.0,False
7067.4701964032965,14976.769132557636,1961.2196668617726,113.0,3,2147.3083333333325,22.0,False
7083.0,14987.0,1961.0,113.5562496,3,2150.1226692404252,25.6156224,False
7143.0,15025.0,1961.0,114.9374992,3,2157.206691941408,34.5937448,False
7147.3819245306795,15027.330092137925,1961.0031597284228,115.0,3,2157.5305555555547,35.0,False
7225.0,15065.0,1961.0,117.23499904,3,2162.3944969666104,46.91999488,False
7248.816784551924,15075.392008451614,1960.9602262429971,118.0,3,2164.08611111111,51.0,False
7306.8628801147615,15096.170281031216,1960.6913554633695,122.0,3,2169.5083333333323,54.0,False
7366.261400671347,15109.416271239745,1960.0740391103593,128.0,3,2178.0416666666656,68.0,False
7373.0,15111.0,1960.0,129.2687472,3,2179.107391037736,68.7249984,False
7402.382295331012,15118.205192424253,1959.6682330477895,135.0,3,2184.0416666666656,72.0,False
7473.0,15134.0,1959.0,144.03570925714286,3,2193.332893947299,78.57142491428571,False
7497.243616050646,15138.683937462432,1958.8166845304102,146.0,3,2195.397222222221,80.0,False
7613.494729755822,15159.808180620219,1958.0806505922037,151.0,3,2203.7861111111097,84.0,False
7637.0,15164.0,1958.0,153.74999296,3,2205.9836847398456,85.99999488,False
7685.876850904393,15172.612255932563,1958.0893468479383,162.0,4,2212.7861111111097,92.0,False
7731.0,15181.0,1958.0,165.7499968,4,2219.6949554923176,95.7499968,False
7734.895429616829,15181.75460205759,1957.9636666361216,166.0,4,2220.1638888888874,96.0,False
7824.0,15200.0,1957.0,173.59999488,4,2229.3332591995086,98.84999808,False
7828.858020645986,15201.089238981454,1956.9818263864377,174.0,4,2229.8305555555544,99.0,False
7910.0,15221.0,1957.0,181.8928512,4,2238.5172359894336,99.0,False
7961.005909957145,15235.093171087363,1956.3242708102255,187.0,5,2244.374999999999,99.0,False
7985.0,15242.0,1956.0,189.0454493090909,5,2247.099671087497,99.0,False
8190.0,15304.0,1955.0,204.59090385454545,5,2268.8444613531,99.0,False
8195.429134341222,15305.675181739782,1954.9558136917308,205.0,5,2269.4305555555543,99.0,False
8287.0,15334.0,1954.0,209.69444266666667,5,2279.412073552321,99.0,False
8396.631937267493,15367.860130511612,1953.1152143511945,215.0,5,2290.9305555555543,99.0,False
8425.0,15377.0,1953.0,216.531248,5,2293.9382860986043,99.0,False
8546.0,15419.0,1953.0,222.75,5,2306.3653513932336,99.0,False
8600.503601064078,15439.511519530955,1953.0251411830932,225.0,6,2310.9305555555543,99.0,False
8700.0,15478.0,1953.0,228.76249813333334,6,2319.194250880066,99.0,False
8763.239345956088,15502.632061185943,1952.8442036704485,232.0,6,2326.397222222221,99.0,False
8853.267830605993,15537.612363373823,1952.159445213425,237.0,6,2339.563888888888,99.0,False
8870.0,15544.0,1952.0,237.1812496,6,2341.4771619767407,99.0,False
8959.665413001829,15577.927082317567,1951.0831312489506,238.0,6,2350.1416666666655,99.0,False
9081.0,15623.0,1950.0,241.035712,6,2361.570063631094,99.0,False
9140.53996204114,15644.32420883069,1949.8016518087354,243.0,6,2369.0416666666656,99.0,False
9242.0,15679.0,1950.0,245.6999990857143,6,2381.9671528345707,99.0,False
9313.122814184362,15703.102372562766,1950.0799706016567,247.0,6,2388.252777777777,99.0,False
9503.0,15767.0,1950.0,248.9083328,6,2404.1122534988294,96.1375008,False
9509.227343452152,15769.06481821484,1949.974486583589,249.0,6,2404.8527777777763,96.0,True
9592.0,15796.0,1949.0,235.54804784012478,6,2418.4573520583585,24.256255147332134,True
9626.430917885518,15807.368135980743,1948.3909963461526,231.0,6,2422.88361111111,0.0,True
9727.352444757196,15838.175259959107,1946.5935691171678,218.0,6,2432.511944444443,0.0,True
9766.0,15847.0,1946.0,215.5000064,6,2435.4302662644823,0.0,True
9968.43898986467,15878.117263741977,1943.3864381081082,204.0,5,2448.37861111111,0.0,True
10000.0,15882.0,1943.0,203.3750016,5,2451.19198606288,0.0,True
10041.830129478842,15886.367421196426,1942.4832413885981,202.0,5,2457.3563888888875,0.0,True
10074.801545115903,15882.8629421969,1942.120872350708,196.0,5,2466.0674999999987,0.0,True
10087.0,15881.0,1942.0,195.40000256,5,2467.675376045408,0.0,True
10295.0,15845.0,1940.0,189.02000128,5,2484.353374036435,0.0,True
10318.657582890319,15839.470730026813,1939.7626848188158,188.0,5,2486.9563888888874,0.0,False
10400.0,15804.0,1939.0,183.02000128,5,2499.4371701935493,6.84749824,False
10484.433240181565,15753.187666070246,1938.4663398094656,180.0,5,2506.9563888888874,11.0,False
10570.0,15697.0,1938.0,180.0,5,2514.4071179336747,25.8999936,False
10592.74498898362,15680.522357210411,1937.8902435125292,180.0,5,2516.9563888888874,31.0,False
10673.777288546395,15598.461532901256,1937.4945920192329,180.0,5,2532.9563888888874,51.0,False
10701.0,15561.0,1937.0,181.64999808,5,2538.532967793871,53.7499968,False
10726.984511948096,15523.90024225782,1936.383314762979,183.0,5,2543.123055555554,56.0,False
10747.0,15493.0,1936.0,183.69999872,5,2546.704665093275,60.19999232,False
10779.32417802373,15434.423355769944,1935.9229285252638,185.0,5,2553.400833333332,68.0,False
10786.0,15421.0,1936.0,185.453124,5,2554.9071822800115,69.4499968,False
10828.0,15325.0,1937.0,188.593748,5,2565.4786556982017,79.4999936,False
10843.475420500545,15282.478946359117,1937.1036844982807,190.0,5,2570.2897222222205,84.0,False
10863.0,15219.0,1937.0,194.062496,5,2577.3226772164385,88.062496,False
10867.272203843522,15203.29063578957,1937.0022475911949,195.0,5,2578.956388888887,89.0,False
10888.354396050163,15113.679815153004,1937.0869097360246,198.0,5,2587.756388888887,89.0,False
10894.0,15085.0,1937.0,199.6666624,5,2590.565657069224,91.083328,False
10911.141017919648,14976.461354266177,1936.1188376420446,206.0,5,2601.4897222222203,99.0,False
10915.0,14950.0,1936.0,207.2249984,5,2604.3479011231493,99.0,False
10924.0,14887.0,1936.0,210.2499968,5,2611.468575447181,99.0,False
10928.702701513754,14847.953724858728,1935.8601228455573,212.0,5,2615.623055555554,99.0,False
10940.0,14734.0,1935.0,215.39285485714285,5,2627.0242280717366,99.0,False
10945.074425703604,14680.593897144276,1934.6360416203163,217.0,5,2632.5008333333317,99.0,False
10953.0,14590.0,1934.0,220.21428297142856,5,2641.748148295622,99.0,False
10959.02952072546,14505.55477974901,1933.2433095813055,223.0,6,2649.845277777776,99.0,False
10962.0,14461.0,1933.0,223.98571337142857,6,2654.1615218322136,99.0,False
10967.0,14386.0,1933.0,225.6999990857143,6,2661.7060894715237,99.0,False
10971.084006824542,14328.63635695164,1933.0104205961225,227.0,6,2667.5008333333317,99.0,False
10975.0,14272.0,1933.0,229.00249856,6,2673.239341127531,99.0,False
10982.0,14157.0,1933.0,233.05249856,6,2685.045882303866,99.0,False
10987.978476978584,14073.809387587165,1933.0020750626243,236.0,6,2693.723055555554,99.0,False
10992.0,14020.0,1933.0,237.2136354909091,6,2699.645844763018,99.0,False
